track_id,audio_path,status,reason
10376,data\fma_small\fma_small\010\010376.mp3,ok,
86256,data\fma_small\fma_small\086\086256.mp3,ok,
71938,data\fma_small\fma_small\071\071938.mp3,ok,
145747,data\fma_small\fma_small\145\145747.mp3,ok,
129407,data\fma_small\fma_small\129\129407.mp3,ok,
112585,data\fma_small\fma_small\112\112585.mp3,ok,
67766,data\fma_small\fma_small\067\067766.mp3,ok,
129973,data\fma_small\fma_small\129\129973.mp3,ok,
97697,data\fma_small\fma_small\097\097697.mp3,ok,
99419,data\fma_small\fma_small\099\099419.mp3,ok,
149138,data\fma_small\fma_small\149\149138.mp3,ok,
56466,data\fma_small\fma_small\056\056466.mp3,ok,
12047,data\fma_small\fma_small\012\012047.mp3,ok,
135342,data\fma_small\fma_small\135\135342.mp3,ok,
113700,data\fma_small\fma_small\113\113700.mp3,ok,
117627,data\fma_small\fma_small\117\117627.mp3,ok,
138064,data\fma_small\fma_small\138\138064.mp3,ok,
149100,data\fma_small\fma_small\149\149100.mp3,ok,
32334,data\fma_small\fma_small\032\032334.mp3,ok,
124702,data\fma_small\fma_small\124\124702.mp3,ok,
141304,data\fma_small\fma_small\141\141304.mp3,ok,
71722,data\fma_small\fma_small\071\071722.mp3,ok,
85482,data\fma_small\fma_small\085\085482.mp3,ok,
97588,data\fma_small\fma_small\097\097588.mp3,ok,
43883,data\fma_small\fma_small\043\043883.mp3,ok,
32336,data\fma_small\fma_small\032\032336.mp3,ok,
38892,data\fma_small\fma_small\038\038892.mp3,ok,
80751,data\fma_small\fma_small\080\080751.mp3,ok,
6380,data\fma_small\fma_small\006\006380.mp3,ok,
112584,data\fma_small\fma_small\112\112584.mp3,ok,
145745,data\fma_small\fma_small\145\145745.mp3,ok,
64079,data\fma_small\fma_small\064\064079.mp3,ok,
122083,data\fma_small\fma_small\122\122083.mp3,ok,
131950,data\fma_small\fma_small\131\131950.mp3,ok,
137715,data\fma_small\fma_small\137\137715.mp3,ok,
1040,data\fma_small\fma_small\001\001040.mp3,ok,
30702,data\fma_small\fma_small\030\030702.mp3,ok,
110711,data\fma_small\fma_small\110\110711.mp3,ok,
58164,data\fma_small\fma_small\058\058164.mp3,ok,
11239,data\fma_small\fma_small\011\011239.mp3,ok,
122685,data\fma_small\fma_small\122\122685.mp3,ok,
142086,data\fma_small\fma_small\142\142086.mp3,ok,
27981,data\fma_small\fma_small\027\027981.mp3,ok,
113360,data\fma_small\fma_small\113\113360.mp3,ok,
139770,data\fma_small\fma_small\139\139770.mp3,ok,
17632,data\fma_small\fma_small\017\017632.mp3,ok,
24429,data\fma_small\fma_small\024\024429.mp3,ok,
81037,data\fma_small\fma_small\081\081037.mp3,ok,
67765,data\fma_small\fma_small\067\067765.mp3,ok,
110264,data\fma_small\fma_small\110\110264.mp3,ok,
127866,data\fma_small\fma_small\127\127866.mp3,ok,
127559,data\fma_small\fma_small\127\127559.mp3,ok,
615,data\fma_small\fma_small\000\000615.mp3,ok,
71715,data\fma_small\fma_small\071\071715.mp3,ok,
60477,data\fma_small\fma_small\060\060477.mp3,ok,
27551,data\fma_small\fma_small\027\027551.mp3,ok,
139687,data\fma_small\fma_small\139\139687.mp3,ok,
148604,data\fma_small\fma_small\148\148604.mp3,ok,
27549,data\fma_small\fma_small\027\027549.mp3,ok,
18112,data\fma_small\fma_small\018\018112.mp3,ok,
64523,data\fma_small\fma_small\064\064523.mp3,ok,
43859,data\fma_small\fma_small\043\043859.mp3,ok,
40121,data\fma_small\fma_small\040\040121.mp3,ok,
4095,data\fma_small\fma_small\004\004095.mp3,ok,
109973,data\fma_small\fma_small\109\109973.mp3,ok,
59678,data\fma_small\fma_small\059\059678.mp3,ok,
57968,data\fma_small\fma_small\057\057968.mp3,ok,
30043,data\fma_small\fma_small\030\030043.mp3,ok,
56649,data\fma_small\fma_small\056\056649.mp3,ok,
89848,data\fma_small\fma_small\089\089848.mp3,ok,
75419,data\fma_small\fma_small\075\075419.mp3,ok,
138414,data\fma_small\fma_small\138\138414.mp3,ok,
83898,data\fma_small\fma_small\083\083898.mp3,ok,
53724,data\fma_small\fma_small\053\053724.mp3,ok,
38363,data\fma_small\fma_small\038\038363.mp3,ok,
54664,data\fma_small\fma_small\054\054664.mp3,ok,
69785,data\fma_small\fma_small\069\069785.mp3,ok,
1196,data\fma_small\fma_small\001\001196.mp3,ok,
95249,data\fma_small\fma_small\095\095249.mp3,ok,
86077,data\fma_small\fma_small\086\086077.mp3,ok,
127296,data\fma_small\fma_small\127\127296.mp3,ok,
131767,data\fma_small\fma_small\131\131767.mp3,ok,
16338,data\fma_small\fma_small\016\016338.mp3,ok,
9962,data\fma_small\fma_small\009\009962.mp3,ok,
200,data\fma_small\fma_small\000\000200.mp3,ok,
64859,data\fma_small\fma_small\064\064859.mp3,ok,
1066,data\fma_small\fma_small\001\001066.mp3,ok,
49039,data\fma_small\fma_small\049\049039.mp3,ok,
30059,data\fma_small\fma_small\030\030059.mp3,ok,
67784,data\fma_small\fma_small\067\067784.mp3,ok,
15540,data\fma_small\fma_small\015\015540.mp3,ok,
104357,data\fma_small\fma_small\104\104357.mp3,ok,
37725,data\fma_small\fma_small\037\037725.mp3,ok,
132141,data\fma_small\fma_small\132\132141.mp3,ok,
107571,data\fma_small\fma_small\107\107571.mp3,ok,
112065,data\fma_small\fma_small\112\112065.mp3,ok,
113269,data\fma_small\fma_small\113\113269.mp3,ok,
256,data\fma_small\fma_small\000\000256.mp3,ok,
98581,data\fma_small\fma_small\098\098581.mp3,ok,
135371,data\fma_small\fma_small\135\135371.mp3,ok,
28070,data\fma_small\fma_small\028\028070.mp3,ok,
112527,data\fma_small\fma_small\112\112527.mp3,ok,
78984,data\fma_small\fma_small\078\078984.mp3,ok,
68543,data\fma_small\fma_small\068\068543.mp3,ok,
38785,data\fma_small\fma_small\038\038785.mp3,ok,
107048,data\fma_small\fma_small\107\107048.mp3,ok,
61820,data\fma_small\fma_small\061\061820.mp3,ok,
63733,data\fma_small\fma_small\063\063733.mp3,ok,
68549,data\fma_small\fma_small\068\068549.mp3,ok,
134610,data\fma_small\fma_small\134\134610.mp3,ok,
42030,data\fma_small\fma_small\042\042030.mp3,ok,
11951,data\fma_small\fma_small\011\011951.mp3,ok,
707,data\fma_small\fma_small\000\000707.mp3,ok,
30095,data\fma_small\fma_small\030\030095.mp3,ok,
84054,data\fma_small\fma_small\084\084054.mp3,ok,
75380,data\fma_small\fma_small\075\075380.mp3,ok,
11200,data\fma_small\fma_small\011\011200.mp3,ok,
118986,data\fma_small\fma_small\118\118986.mp3,ok,
12352,data\fma_small\fma_small\012\012352.mp3,ok,
138216,data\fma_small\fma_small\138\138216.mp3,ok,
59727,data\fma_small\fma_small\059\059727.mp3,ok,
47032,data\fma_small\fma_small\047\047032.mp3,ok,
109960,data\fma_small\fma_small\109\109960.mp3,ok,
24365,data\fma_small\fma_small\024\024365.mp3,ok,
62592,data\fma_small\fma_small\062\062592.mp3,ok,
115850,data\fma_small\fma_small\115\115850.mp3,ok,
70426,data\fma_small\fma_small\070\070426.mp3,ok,
113275,data\fma_small\fma_small\113\113275.mp3,ok,
11508,data\fma_small\fma_small\011\011508.mp3,ok,
128504,data\fma_small\fma_small\128\128504.mp3,ok,
66483,data\fma_small\fma_small\066\066483.mp3,ok,
36959,data\fma_small\fma_small\036\036959.mp3,ok,
63626,data\fma_small\fma_small\063\063626.mp3,ok,
147020,data\fma_small\fma_small\147\147020.mp3,ok,
38321,data\fma_small\fma_small\038\038321.mp3,ok,
74385,data\fma_small\fma_small\074\074385.mp3,ok,
16745,data\fma_small\fma_small\016\016745.mp3,ok,
53379,data\fma_small\fma_small\053\053379.mp3,ok,
128666,data\fma_small\fma_small\128\128666.mp3,ok,
108837,data\fma_small\fma_small\108\108837.mp3,ok,
108036,data\fma_small\fma_small\108\108036.mp3,ok,
45521,data\fma_small\fma_small\045\045521.mp3,ok,
122004,data\fma_small\fma_small\122\122004.mp3,ok,
37325,data\fma_small\fma_small\037\037325.mp3,ok,
66058,data\fma_small\fma_small\066\066058.mp3,ok,
22150,data\fma_small\fma_small\022\022150.mp3,ok,
99096,data\fma_small\fma_small\099\099096.mp3,ok,
148231,data\fma_small\fma_small\148\148231.mp3,ok,
43594,data\fma_small\fma_small\043\043594.mp3,ok,
71251,data\fma_small\fma_small\071\071251.mp3,ok,
59719,data\fma_small\fma_small\059\059719.mp3,ok,
65756,data\fma_small\fma_small\065\065756.mp3,ok,
89846,data\fma_small\fma_small\089\089846.mp3,ok,
148190,data\fma_small\fma_small\148\148190.mp3,ok,
117846,data\fma_small\fma_small\117\117846.mp3,ok,
24422,data\fma_small\fma_small\024\024422.mp3,ok,
107251,data\fma_small\fma_small\107\107251.mp3,ok,
108059,data\fma_small\fma_small\108\108059.mp3,ok,
10992,data\fma_small\fma_small\010\010992.mp3,ok,
33538,data\fma_small\fma_small\033\033538.mp3,ok,
86443,data\fma_small\fma_small\086\086443.mp3,ok,
131454,data\fma_small\fma_small\131\131454.mp3,ok,
35541,data\fma_small\fma_small\035\035541.mp3,ok,
48367,data\fma_small\fma_small\048\048367.mp3,ok,
10374,data\fma_small\fma_small\010\010374.mp3,ok,
45515,data\fma_small\fma_small\045\045515.mp3,ok,
56552,data\fma_small\fma_small\056\056552.mp3,ok,
1661,data\fma_small\fma_small\001\001661.mp3,ok,
110261,data\fma_small\fma_small\110\110261.mp3,ok,
105825,data\fma_small\fma_small\105\105825.mp3,ok,
130168,data\fma_small\fma_small\130\130168.mp3,ok,
118498,data\fma_small\fma_small\118\118498.mp3,ok,
130682,data\fma_small\fma_small\130\130682.mp3,ok,
12051,data\fma_small\fma_small\012\012051.mp3,ok,
126221,data\fma_small\fma_small\126\126221.mp3,ok,
51276,data\fma_small\fma_small\051\051276.mp3,ok,
62594,data\fma_small\fma_small\062\062594.mp3,ok,
123899,data\fma_small\fma_small\123\123899.mp3,ok,
109685,data\fma_small\fma_small\109\109685.mp3,ok,
11791,data\fma_small\fma_small\011\011791.mp3,ok,
69726,data\fma_small\fma_small\069\069726.mp3,ok,
40233,data\fma_small\fma_small\040\040233.mp3,ok,
119988,data\fma_small\fma_small\119\119988.mp3,ok,
146969,data\fma_small\fma_small\146\146969.mp3,ok,
46058,data\fma_small\fma_small\046\046058.mp3,ok,
80754,data\fma_small\fma_small\080\080754.mp3,ok,
71695,data\fma_small\fma_small\071\071695.mp3,ok,
111387,data\fma_small\fma_small\111\111387.mp3,ok,
51333,data\fma_small\fma_small\051\051333.mp3,ok,
18146,data\fma_small\fma_small\018\018146.mp3,ok,
68579,data\fma_small\fma_small\068\068579.mp3,ok,
42240,data\fma_small\fma_small\042\042240.mp3,ok,
66646,data\fma_small\fma_small\066\066646.mp3,ok,
139123,data\fma_small\fma_small\139\139123.mp3,ok,
57179,data\fma_small\fma_small\057\057179.mp3,ok,
69781,data\fma_small\fma_small\069\069781.mp3,ok,
10541,data\fma_small\fma_small\010\010541.mp3,ok,
55119,data\fma_small\fma_small\055\055119.mp3,ok,
108809,data\fma_small\fma_small\108\108809.mp3,ok,
84158,data\fma_small\fma_small\084\084158.mp3,ok,
11298,data\fma_small\fma_small\011\011298.mp3,ok,
28480,data\fma_small\fma_small\028\028480.mp3,ok,
64590,data\fma_small\fma_small\064\064590.mp3,ok,
53576,data\fma_small\fma_small\053\053576.mp3,ok,
12062,data\fma_small\fma_small\012\012062.mp3,ok,
70773,data\fma_small\fma_small\070\070773.mp3,ok,
125185,data\fma_small\fma_small\125\125185.mp3,ok,
4072,data\fma_small\fma_small\004\004072.mp3,ok,
60548,data\fma_small\fma_small\060\060548.mp3,ok,
139804,data\fma_small\fma_small\139\139804.mp3,ok,
91181,data\fma_small\fma_small\091\091181.mp3,ok,
12521,data\fma_small\fma_small\012\012521.mp3,ok,
91455,data\fma_small\fma_small\091\091455.mp3,ok,
90804,data\fma_small\fma_small\090\090804.mp3,ok,
49407,data\fma_small\fma_small\049\049407.mp3,ok,
56497,data\fma_small\fma_small\056\056497.mp3,ok,
96730,data\fma_small\fma_small\096\096730.mp3,ok,
142949,data\fma_small\fma_small\142\142949.mp3,ok,
17607,data\fma_small\fma_small\017\017607.mp3,ok,
98031,data\fma_small\fma_small\098\098031.mp3,ok,
43697,data\fma_small\fma_small\043\043697.mp3,ok,
98619,data\fma_small\fma_small\098\098619.mp3,ok,
58061,data\fma_small\fma_small\058\058061.mp3,ok,
210,data\fma_small\fma_small\000\000210.mp3,ok,
112315,data\fma_small\fma_small\112\112315.mp3,ok,
84605,data\fma_small\fma_small\084\084605.mp3,ok,
91791,data\fma_small\fma_small\091\091791.mp3,ok,
4511,data\fma_small\fma_small\004\004511.mp3,ok,
43843,data\fma_small\fma_small\043\043843.mp3,ok,
148586,data\fma_small\fma_small\148\148586.mp3,ok,
108745,data\fma_small\fma_small\108\108745.mp3,ok,
126519,data\fma_small\fma_small\126\126519.mp3,ok,
21995,data\fma_small\fma_small\021\021995.mp3,ok,
12174,data\fma_small\fma_small\012\012174.mp3,ok,
62742,data\fma_small\fma_small\062\062742.mp3,ok,
131771,data\fma_small\fma_small\131\131771.mp3,ok,
91130,data\fma_small\fma_small\091\091130.mp3,ok,
69825,data\fma_small\fma_small\069\069825.mp3,ok,
24717,data\fma_small\fma_small\024\024717.mp3,ok,
98552,data\fma_small\fma_small\098\098552.mp3,ok,
19416,data\fma_small\fma_small\019\019416.mp3,ok,
134938,data\fma_small\fma_small\134\134938.mp3,ok,
142564,data\fma_small\fma_small\142\142564.mp3,ok,
10381,data\fma_small\fma_small\010\010381.mp3,ok,
149778,data\fma_small\fma_small\149\149778.mp3,ok,
43063,data\fma_small\fma_small\043\043063.mp3,ok,
84788,data\fma_small\fma_small\084\084788.mp3,ok,
67368,data\fma_small\fma_small\067\067368.mp3,ok,
14316,data\fma_small\fma_small\014\014316.mp3,ok,
132140,data\fma_small\fma_small\132\132140.mp3,ok,
94468,data\fma_small\fma_small\094\094468.mp3,ok,
75748,data\fma_small\fma_small\075\075748.mp3,ok,
12066,data\fma_small\fma_small\012\012066.mp3,ok,
116388,data\fma_small\fma_small\116\116388.mp3,ok,
109712,data\fma_small\fma_small\109\109712.mp3,ok,
117667,data\fma_small\fma_small\117\117667.mp3,ok,
66648,data\fma_small\fma_small\066\066648.mp3,ok,
65685,data\fma_small\fma_small\065\065685.mp3,ok,
121288,data\fma_small\fma_small\121\121288.mp3,ok,
104434,data\fma_small\fma_small\104\104434.mp3,ok,
123641,data\fma_small\fma_small\123\123641.mp3,ok,
113037,data\fma_small\fma_small\113\113037.mp3,ok,
112252,data\fma_small\fma_small\112\112252.mp3,ok,
111386,data\fma_small\fma_small\111\111386.mp3,ok,
50448,data\fma_small\fma_small\050\050448.mp3,ok,
70005,data\fma_small\fma_small\070\070005.mp3,ok,
113311,data\fma_small\fma_small\113\113311.mp3,ok,
148608,data\fma_small\fma_small\148\148608.mp3,ok,
44951,data\fma_small\fma_small\044\044951.mp3,ok,
113203,data\fma_small\fma_small\113\113203.mp3,ok,
39259,data\fma_small\fma_small\039\039259.mp3,ok,
43842,data\fma_small\fma_small\043\043842.mp3,ok,
113933,data\fma_small\fma_small\113\113933.mp3,ok,
124996,data\fma_small\fma_small\124\124996.mp3,ok,
142948,data\fma_small\fma_small\142\142948.mp3,ok,
126557,data\fma_small\fma_small\126\126557.mp3,ok,
38894,data\fma_small\fma_small\038\038894.mp3,ok,
67793,data\fma_small\fma_small\067\067793.mp3,ok,
50754,data\fma_small\fma_small\050\050754.mp3,ok,
38834,data\fma_small\fma_small\038\038834.mp3,ok,
142947,data\fma_small\fma_small\142\142947.mp3,ok,
58115,data\fma_small\fma_small\058\058115.mp3,ok,
132454,data\fma_small\fma_small\132\132454.mp3,ok,
131540,data\fma_small\fma_small\131\131540.mp3,ok,
13930,data\fma_small\fma_small\013\013930.mp3,ok,
144469,data\fma_small\fma_small\144\144469.mp3,ok,
132142,data\fma_small\fma_small\132\132142.mp3,ok,
119574,data\fma_small\fma_small\119\119574.mp3,ok,
96694,data\fma_small\fma_small\096\096694.mp3,ok,
50445,data\fma_small\fma_small\050\050445.mp3,ok,
57176,data\fma_small\fma_small\057\057176.mp3,ok,
135229,data\fma_small\fma_small\135\135229.mp3,ok,
17499,data\fma_small\fma_small\017\017499.mp3,ok,
107594,data\fma_small\fma_small\107\107594.mp3,ok,
59708,data\fma_small\fma_small\059\059708.mp3,ok,
2099,data\fma_small\fma_small\002\002099.mp3,ok,
148234,data\fma_small\fma_small\148\148234.mp3,ok,
60756,data\fma_small\fma_small\060\060756.mp3,ok,
127188,data\fma_small\fma_small\127\127188.mp3,ok,
1075,data\fma_small\fma_small\001\001075.mp3,ok,
144212,data\fma_small\fma_small\144\144212.mp3,ok,
1197,data\fma_small\fma_small\001\001197.mp3,ok,
13325,data\fma_small\fma_small\013\013325.mp3,ok,
26036,data\fma_small\fma_small\026\026036.mp3,ok,
50752,data\fma_small\fma_small\050\050752.mp3,ok,
19891,data\fma_small\fma_small\019\019891.mp3,ok,
114044,data\fma_small\fma_small\114\114044.mp3,ok,
133838,data\fma_small\fma_small\133\133838.mp3,ok,
73468,data\fma_small\fma_small\073\073468.mp3,ok,
91179,data\fma_small\fma_small\091\091179.mp3,ok,
45523,data\fma_small\fma_small\045\045523.mp3,ok,
59677,data\fma_small\fma_small\059\059677.mp3,ok,
125777,data\fma_small\fma_small\125\125777.mp3,ok,
119025,data\fma_small\fma_small\119\119025.mp3,ok,
79741,data\fma_small\fma_small\079\079741.mp3,ok,
86634,data\fma_small\fma_small\086\086634.mp3,ok,
145707,data\fma_small\fma_small\145\145707.mp3,ok,
112088,data\fma_small\fma_small\112\112088.mp3,ok,
72612,data\fma_small\fma_small\072\072612.mp3,ok,
55481,data\fma_small\fma_small\055\055481.mp3,ok,
106277,data\fma_small\fma_small\106\106277.mp3,ok,
70207,data\fma_small\fma_small\070\070207.mp3,ok,
107047,data\fma_small\fma_small\107\107047.mp3,ok,
11946,data\fma_small\fma_small\011\011946.mp3,ok,
37779,data\fma_small\fma_small\037\037779.mp3,ok,
13768,data\fma_small\fma_small\013\013768.mp3,ok,
38908,data\fma_small\fma_small\038\038908.mp3,ok,
88879,data\fma_small\fma_small\088\088879.mp3,ok,
95189,data\fma_small\fma_small\095\095189.mp3,ok,
105451,data\fma_small\fma_small\105\105451.mp3,ok,
49064,data\fma_small\fma_small\049\049064.mp3,ok,
29255,data\fma_small\fma_small\029\029255.mp3,ok,
55714,data\fma_small\fma_small\055\055714.mp3,ok,
67361,data\fma_small\fma_small\067\067361.mp3,ok,
121740,data\fma_small\fma_small\121\121740.mp3,ok,
98551,data\fma_small\fma_small\098\098551.mp3,ok,
110985,data\fma_small\fma_small\110\110985.mp3,ok,
38880,data\fma_small\fma_small\038\038880.mp3,ok,
55295,data\fma_small\fma_small\055\055295.mp3,ok,
144939,data\fma_small\fma_small\144\144939.mp3,ok,
126491,data\fma_small\fma_small\126\126491.mp3,ok,
86441,data\fma_small\fma_small\086\086441.mp3,ok,
20296,data\fma_small\fma_small\020\020296.mp3,ok,
122362,data\fma_small\fma_small\122\122362.mp3,ok,
26307,data\fma_small\fma_small\026\026307.mp3,ok,
86799,data\fma_small\fma_small\086\086799.mp3,ok,
7378,data\fma_small\fma_small\007\007378.mp3,ok,
94635,data\fma_small\fma_small\094\094635.mp3,ok,
10806,data\fma_small\fma_small\010\010806.mp3,ok,
93943,data\fma_small\fma_small\093\093943.mp3,ok,
54576,data\fma_small\fma_small\054\054576.mp3,ok,
1649,data\fma_small\fma_small\001\001649.mp3,ok,
54442,data\fma_small\fma_small\054\054442.mp3,ok,
75975,data\fma_small\fma_small\075\075975.mp3,ok,
42243,data\fma_small\fma_small\042\042243.mp3,ok,
54578,data\fma_small\fma_small\054\054578.mp3,ok,
83954,data\fma_small\fma_small\083\083954.mp3,ok,
142085,data\fma_small\fma_small\142\142085.mp3,ok,
129926,data\fma_small\fma_small\129\129926.mp3,ok,
91159,data\fma_small\fma_small\091\091159.mp3,ok,
71304,data\fma_small\fma_small\071\071304.mp3,ok,
74387,data\fma_small\fma_small\074\074387.mp3,ok,
112468,data\fma_small\fma_small\112\112468.mp3,ok,
74960,data\fma_small\fma_small\074\074960.mp3,ok,
98567,data\fma_small\fma_small\098\098567.mp3,ok,
85426,data\fma_small\fma_small\085\085426.mp3,ok,
113950,data\fma_small\fma_small\113\113950.mp3,ok,
142133,data\fma_small\fma_small\142\142133.mp3,ok,
130650,data\fma_small\fma_small\130\130650.mp3,ok,
89473,data\fma_small\fma_small\089\089473.mp3,ok,
11306,data\fma_small\fma_small\011\011306.mp3,ok,
93716,data\fma_small\fma_small\093\093716.mp3,ok,
109906,data\fma_small\fma_small\109\109906.mp3,ok,
1644,data\fma_small\fma_small\001\001644.mp3,ok,
141901,data\fma_small\fma_small\141\141901.mp3,ok,
92124,data\fma_small\fma_small\092\092124.mp3,ok,
105443,data\fma_small\fma_small\105\105443.mp3,ok,
52040,data\fma_small\fma_small\052\052040.mp3,ok,
11299,data\fma_small\fma_small\011\011299.mp3,ok,
147409,data\fma_small\fma_small\147\147409.mp3,ok,
21228,data\fma_small\fma_small\021\021228.mp3,ok,
96168,data\fma_small\fma_small\096\096168.mp3,ok,
108300,data\fma_small\fma_small\108\108300.mp3,ok,
58140,data\fma_small\fma_small\058\058140.mp3,ok,
4013,data\fma_small\fma_small\004\004013.mp3,ok,
41310,data\fma_small\fma_small\041\041310.mp3,ok,
90027,data\fma_small\fma_small\090\090027.mp3,ok,
85816,data\fma_small\fma_small\085\085816.mp3,ok,
51271,data\fma_small\fma_small\051\051271.mp3,ok,
11774,data\fma_small\fma_small\011\011774.mp3,ok,
116547,data\fma_small\fma_small\116\116547.mp3,ok,
72565,data\fma_small\fma_small\072\072565.mp3,ok,
99436,data\fma_small\fma_small\099\099436.mp3,ok,
123440,data\fma_small\fma_small\123\123440.mp3,ok,
46024,data\fma_small\fma_small\046\046024.mp3,ok,
54568,data\fma_small\fma_small\054\054568.mp3,ok,
146151,data\fma_small\fma_small\146\146151.mp3,ok,
107181,data\fma_small\fma_small\107\107181.mp3,ok,
59711,data\fma_small\fma_small\059\059711.mp3,ok,
104009,data\fma_small\fma_small\104\104009.mp3,ok,
16334,data\fma_small\fma_small\016\016334.mp3,ok,
115944,data\fma_small\fma_small\115\115944.mp3,ok,
12481,data\fma_small\fma_small\012\012481.mp3,ok,
90987,data\fma_small\fma_small\090\090987.mp3,ok,
88872,data\fma_small\fma_small\088\088872.mp3,ok,
145751,data\fma_small\fma_small\145\145751.mp3,ok,
6606,data\fma_small\fma_small\006\006606.mp3,ok,
70770,data\fma_small\fma_small\070\070770.mp3,ok,
5156,data\fma_small\fma_small\005\005156.mp3,ok,
11793,data\fma_small\fma_small\011\011793.mp3,ok,
148032,data\fma_small\fma_small\148\148032.mp3,ok,
112488,data\fma_small\fma_small\112\112488.mp3,ok,
51661,data\fma_small\fma_small\051\051661.mp3,ok,
897,data\fma_small\fma_small\000\000897.mp3,ok,
104064,data\fma_small\fma_small\104\104064.mp3,ok,
85957,data\fma_small\fma_small\085\085957.mp3,ok,
54365,data\fma_small\fma_small\054\054365.mp3,ok,
72738,data\fma_small\fma_small\072\072738.mp3,ok,
36961,data\fma_small\fma_small\036\036961.mp3,ok,
66539,data\fma_small\fma_small\066\066539.mp3,ok,
114396,data\fma_small\fma_small\114\114396.mp3,ok,
144179,data\fma_small\fma_small\144\144179.mp3,ok,
131940,data\fma_small\fma_small\131\131940.mp3,ok,
113273,data\fma_small\fma_small\113\113273.mp3,ok,
145068,data\fma_small\fma_small\145\145068.mp3,ok,
27978,data\fma_small\fma_small\027\027978.mp3,ok,
108308,data\fma_small\fma_small\108\108308.mp3,ok,
6856,data\fma_small\fma_small\006\006856.mp3,ok,
35537,data\fma_small\fma_small\035\035537.mp3,ok,
64990,data\fma_small\fma_small\064\064990.mp3,ok,
38914,data\fma_small\fma_small\038\038914.mp3,ok,
66538,data\fma_small\fma_small\066\066538.mp3,ok,
107659,data\fma_small\fma_small\107\107659.mp3,ok,
146481,data\fma_small\fma_small\146\146481.mp3,ok,
130693,data\fma_small\fma_small\130\130693.mp3,ok,
91309,data\fma_small\fma_small\091\091309.mp3,ok,
38823,data\fma_small\fma_small\038\038823.mp3,ok,
53592,data\fma_small\fma_small\053\053592.mp3,ok,
74959,data\fma_small\fma_small\074\074959.mp3,ok,
38779,data\fma_small\fma_small\038\038779.mp3,ok,
117961,data\fma_small\fma_small\117\117961.mp3,ok,
32326,data\fma_small\fma_small\032\032326.mp3,ok,
138039,data\fma_small\fma_small\138\138039.mp3,ok,
121256,data\fma_small\fma_small\121\121256.mp3,ok,
61175,data\fma_small\fma_small\061\061175.mp3,ok,
113697,data\fma_small\fma_small\113\113697.mp3,ok,
44853,data\fma_small\fma_small\044\044853.mp3,ok,
85954,data\fma_small\fma_small\085\085954.mp3,ok,
113808,data\fma_small\fma_small\113\113808.mp3,ok,
59723,data\fma_small\fma_small\059\059723.mp3,ok,
114051,data\fma_small\fma_small\114\114051.mp3,ok,
112197,data\fma_small\fma_small\112\112197.mp3,ok,
138282,data\fma_small\fma_small\138\138282.mp3,ok,
110440,data\fma_small\fma_small\110\110440.mp3,ok,
134930,data\fma_small\fma_small\134\134930.mp3,ok,
57435,data\fma_small\fma_small\057\057435.mp3,ok,
4073,data\fma_small\fma_small\004\004073.mp3,ok,
