track_id,title,artist,genre,audio_path,lyrics_path,lyrics_source,lyrics_path_genius,lyrics_path_whisper,text_path_combined,text_source_combined,text_exists
57078,Lirik Untuk Lagu Pop,Belkastrelka,Pop,data\fma_small\fma_small\057\057078.mp3,data\lyrics\Belkastrelka - Lirik Untuk Lagu Pop _57078_.txt,genius,data\lyrics\Belkastrelka - Lirik Untuk Lagu Pop _57078_.txt,,data\lyrics_combined\Belkastrelka - Lirik Untuk Lagu Pop (57078).txt,genius,True
10376,Low Nightmare,Sodadosa,Experimental,data\fma_small\fma_small\010\010376.mp3,data\whisper_transcriptions\Sodadosa - Low Nightmare 10376.txt,whisper,,data\whisper_transcriptions\Sodadosa - Low Nightmare 10376.txt,data\lyrics_combined\Sodadosa - Low Nightmare (10376).txt,whisper,True
86256,Warped Picture of the Restaurant Taken Through a Wine Glass,echosonic,Experimental,data\fma_small\fma_small\086\086256.mp3,data\whisper_transcriptions\echosonic - Warped Picture of the Restaurant Taken Through a Wine Glass 86256.txt,whisper,,data\whisper_transcriptions\echosonic - Warped Picture of the Restaurant Taken Through a Wine Glass 86256.txt,data\lyrics_combined\echosonic - Warped Picture of the Restaurant Taken Through a Wine Glass (86256).txt,whisper,True
71938,Eaters of the Flesh,Dark Asylum Music,Rock,data\fma_small\fma_small\071\071938.mp3,data\whisper_transcriptions\Dark Asylum Music - Eaters of the Flesh 71938.txt,whisper,,data\whisper_transcriptions\Dark Asylum Music - Eaters of the Flesh 71938.txt,data\lyrics_combined\Dark Asylum Music - Eaters of the Flesh (71938).txt,whisper,True
145747,You Forgot (Forget It),The Impossebulls,Hip-Hop,data\fma_small\fma_small\145\145747.mp3,data\whisper_transcriptions\The Impossebulls - You Forgot (Forget It) 145747.txt,whisper,,data\whisper_transcriptions\The Impossebulls - You Forgot (Forget It) 145747.txt,data\lyrics_combined\The Impossebulls - You Forgot (Forget It) (145747).txt,whisper,True
129407,Mandingo Tribe,Trevor Flowers and Iheka-Chama,International,data\fma_small\fma_small\129\129407.mp3,data\whisper_transcriptions\Trevor Flowers and Iheka-Chama - Mandingo Tribe 129407.txt,whisper,,data\whisper_transcriptions\Trevor Flowers and Iheka-Chama - Mandingo Tribe 129407.txt,data\lyrics_combined\Trevor Flowers and Iheka-Chama - Mandingo Tribe (129407).txt,whisper,True
112585,"Happy Christmas, You Guys!",Simon Panrucker,Experimental,data\fma_small\fma_small\112\112585.mp3,"data\whisper_transcriptions\Simon Panrucker - Happy Christmas, You Guys! 112585.txt",whisper,,"data\whisper_transcriptions\Simon Panrucker - Happy Christmas, You Guys! 112585.txt",data\lyrics_combined\Simon Panrucker - Happy Christmas_ You Guys_ (112585).txt,whisper,True
67766,Spencer the Rover,Meg Baird,Folk,data\fma_small\fma_small\067\067766.mp3,data\whisper_transcriptions\Meg Baird - Spencer the Rover 67766.txt,whisper,,data\whisper_transcriptions\Meg Baird - Spencer the Rover 67766.txt,data\lyrics_combined\Meg Baird - Spencer the Rover (67766).txt,whisper,True
129973,Savior,Pipe Choir,Rock,data\fma_small\fma_small\129\129973.mp3,data\whisper_transcriptions\Pipe Choir - Savior 129973.txt,whisper,,data\whisper_transcriptions\Pipe Choir - Savior 129973.txt,data\lyrics_combined\Pipe Choir - Savior (129973).txt,whisper,True
97697,Stand Up,Tickle,Hip-Hop,data\fma_small\fma_small\097\097697.mp3,data\whisper_transcriptions\Tickle - Stand Up 97697.txt,whisper,,data\whisper_transcriptions\Tickle - Stand Up 97697.txt,data\lyrics_combined\Tickle - Stand Up (97697).txt,whisper,True
99419,Sack Attack,Pampers,Rock,data\fma_small\fma_small\099\099419.mp3,data\whisper_transcriptions\Pampers - Sack Attack 99419.txt,whisper,,data\whisper_transcriptions\Pampers - Sack Attack 99419.txt,data\lyrics_combined\Pampers - Sack Attack (99419).txt,whisper,True
149138,Blue Jazz Cafe,K. Sparks,Hip-Hop,data\fma_small\fma_small\149\149138.mp3,data\whisper_transcriptions\K. Sparks - Blue Jazz Cafe 149138.txt,whisper,,data\whisper_transcriptions\K. Sparks - Blue Jazz Cafe 149138.txt,data\lyrics_combined\K. Sparks - Blue Jazz Cafe (149138).txt,whisper,True
56466,Introduction,Alash Ensemble,International,data\fma_small\fma_small\056\056466.mp3,data\whisper_transcriptions\Alash Ensemble - Introduction 56466.txt,whisper,,data\whisper_transcriptions\Alash Ensemble - Introduction 56466.txt,data\lyrics_combined\Alash Ensemble - Introduction (56466).txt,whisper,True
12047,Comin' Home Pt. I,Big Blood,Folk,data\fma_small\fma_small\012\012047.mp3,data\whisper_transcriptions\Big Blood - Comin' Home Pt. I 12047.txt,whisper,,data\whisper_transcriptions\Big Blood - Comin' Home Pt. I 12047.txt,data\lyrics_combined\Big Blood - Comin_ Home Pt. I (12047).txt,whisper,True
135342,Outro,Caleb Lemond,Pop,data\fma_small\fma_small\135\135342.mp3,data\whisper_transcriptions\Caleb Lemond - Outro 135342.txt,whisper,,data\whisper_transcriptions\Caleb Lemond - Outro 135342.txt,data\lyrics_combined\Caleb Lemond - Outro (135342).txt,whisper,True
113700,Horas Habiles #1,La Tabù,International,data\fma_small\fma_small\113\113700.mp3,data\whisper_transcriptions\La Tabù - Horas Habiles #1 113700.txt,whisper,,data\whisper_transcriptions\La Tabù - Horas Habiles #1 113700.txt,data\lyrics_combined\La Tabù - Horas Habiles _1 (113700).txt,whisper,True
117627,Phantasmagoric Sheeps Of The World,Julia K. Mars,Folk,data\fma_small\fma_small\117\117627.mp3,data\whisper_transcriptions\Julia K. Mars - Phantasmagoric Sheeps Of The World 117627.txt,whisper,,data\whisper_transcriptions\Julia K. Mars - Phantasmagoric Sheeps Of The World 117627.txt,data\lyrics_combined\Julia K. Mars - Phantasmagoric Sheeps Of The World (117627).txt,whisper,True
138064,Down,Black Flamingo,Pop,data\fma_small\fma_small\138\138064.mp3,data\lyrics\Black Flamingo - Down _138064_.txt,genius,data\lyrics\Black Flamingo - Down _138064_.txt,,data\lyrics_combined\Black Flamingo - Down (138064).txt,genius,True
149100,Ambulance,Coco Morier,Pop,data\fma_small\fma_small\149\149100.mp3,data\lyrics\Coco Morier - Ambulance _149100_.txt,genius,data\lyrics\Coco Morier - Ambulance _149100_.txt,,data\lyrics_combined\Coco Morier - Ambulance (149100).txt,genius,True
32334,Brown Rainbows,Plushgoolash,Pop,data\fma_small\fma_small\032\032334.mp3,data\whisper_transcriptions\Plushgoolash - Brown Rainbows 32334.txt,whisper,,data\whisper_transcriptions\Plushgoolash - Brown Rainbows 32334.txt,data\lyrics_combined\Plushgoolash - Brown Rainbows (32334).txt,whisper,True
124702,Campus News Set Back Bill Interlude,K. Sparks,Hip-Hop,data\fma_small\fma_small\124\124702.mp3,data\whisper_transcriptions\K. Sparks - Campus News Set Back Bill Interlude 124702.txt,whisper,,data\whisper_transcriptions\K. Sparks - Campus News Set Back Bill Interlude 124702.txt,data\lyrics_combined\K. Sparks - Campus News Set Back Bill Interlude (124702).txt,whisper,True
141304,Gone,Jules,Hip-Hop,data\fma_small\fma_small\141\141304.mp3,data\lyrics\Jules - Gone _141304_.txt,genius,data\lyrics\Jules - Gone _141304_.txt,,data\lyrics_combined\Jules - Gone (141304).txt,genius,True
71722,Cast Your Ship Upon Rain,Aran Ruth,Folk,data\fma_small\fma_small\071\071722.mp3,data\whisper_transcriptions\Aran Ruth - Cast Your Ship Upon Rain 71722.txt,whisper,,data\whisper_transcriptions\Aran Ruth - Cast Your Ship Upon Rain 71722.txt,data\lyrics_combined\Aran Ruth - Cast Your Ship Upon Rain (71722).txt,whisper,True
85482,To Lose You,Derek Clegg,Folk,data\fma_small\fma_small\085\085482.mp3,data\whisper_transcriptions\Derek Clegg - To Lose You 85482.txt,whisper,,data\whisper_transcriptions\Derek Clegg - To Lose You 85482.txt,data\lyrics_combined\Derek Clegg - To Lose You (85482).txt,whisper,True
97588,The Brookland Road,Olivia Chaney,Folk,data\fma_small\fma_small\097\097588.mp3,data\whisper_transcriptions\Olivia Chaney - The Brookland Road 97588.txt,whisper,,data\whisper_transcriptions\Olivia Chaney - The Brookland Road 97588.txt,data\lyrics_combined\Olivia Chaney - The Brookland Road (97588).txt,whisper,True
43883,crickets,Myo,Experimental,data\fma_small\fma_small\043\043883.mp3,data\lyrics\Myo - crickets _43883_.txt,genius,data\lyrics\Myo - crickets _43883_.txt,,data\lyrics_combined\Myo - crickets (43883).txt,genius,True
32336,Blatant Drunken Lies,Plushgoolash,Pop,data\fma_small\fma_small\032\032336.mp3,data\whisper_transcriptions\Plushgoolash - Blatant Drunken Lies 32336.txt,whisper,,data\whisper_transcriptions\Plushgoolash - Blatant Drunken Lies 32336.txt,data\lyrics_combined\Plushgoolash - Blatant Drunken Lies (32336).txt,whisper,True
38892,moi non plus,File Under Toner,Experimental,data\fma_small\fma_small\038\038892.mp3,data\whisper_transcriptions\File Under Toner - moi non plus 38892.txt,whisper,,data\whisper_transcriptions\File Under Toner - moi non plus 38892.txt,data\lyrics_combined\File Under Toner - moi non plus (38892).txt,whisper,True
80751,More Chcho Reche,Gogofski,International,data\fma_small\fma_small\080\080751.mp3,data\whisper_transcriptions\Gogofski - More Chcho Reche 80751.txt,whisper,,data\whisper_transcriptions\Gogofski - More Chcho Reche 80751.txt,data\lyrics_combined\Gogofski - More Chcho Reche (80751).txt,whisper,True
6380,track 04,Scott Wilson & Efendi,International,data\fma_small\fma_small\006\006380.mp3,data\whisper_transcriptions\Scott Wilson & Efendi - track 04 6380.txt,whisper,,data\whisper_transcriptions\Scott Wilson & Efendi - track 04 6380.txt,data\lyrics_combined\Scott Wilson _ Efendi - track 04 (6380).txt,whisper,True
112584,Everyone Is Sleeping,Simon Panrucker,Experimental,data\fma_small\fma_small\112\112584.mp3,data\whisper_transcriptions\Simon Panrucker - Everyone Is Sleeping 112584.txt,whisper,,data\whisper_transcriptions\Simon Panrucker - Everyone Is Sleeping 112584.txt,data\lyrics_combined\Simon Panrucker - Everyone Is Sleeping (112584).txt,whisper,True
145745,Roll Playing Game,Cheese N Pot-C,Hip-Hop,data\fma_small\fma_small\145\145745.mp3,data\whisper_transcriptions\Cheese N Pot-C - Roll Playing Game 145745.txt,whisper,,data\whisper_transcriptions\Cheese N Pot-C - Roll Playing Game 145745.txt,data\lyrics_combined\Cheese N Pot-C - Roll Playing Game (145745).txt,whisper,True
64079,DREAM,Girlseeker,Pop,data\fma_small\fma_small\064\064079.mp3,data\whisper_transcriptions\Girlseeker - DREAM 64079.txt,whisper,,data\whisper_transcriptions\Girlseeker - DREAM 64079.txt,data\lyrics_combined\Girlseeker - DREAM (64079).txt,whisper,True
122083,In my pocket,Jahzzar,Rock,data\fma_small\fma_small\122\122083.mp3,data\whisper_transcriptions\Jahzzar - In my pocket 122083.txt,whisper,,data\whisper_transcriptions\Jahzzar - In my pocket 122083.txt,data\lyrics_combined\Jahzzar - In my pocket (122083).txt,whisper,True
131950,Tsangala,Yale Women's Slavic Chorus,International,data\fma_small\fma_small\131\131950.mp3,data\whisper_transcriptions\Yale Women's Slavic Chorus - Tsangala 131950.txt,whisper,,data\whisper_transcriptions\Yale Women's Slavic Chorus - Tsangala 131950.txt,data\lyrics_combined\Yale Women_s Slavic Chorus - Tsangala (131950).txt,whisper,True
137715,Leopard Girl,The Vivisectors,Rock,data\fma_small\fma_small\137\137715.mp3,data\whisper_transcriptions\The Vivisectors - Leopard Girl 137715.txt,whisper,,data\whisper_transcriptions\The Vivisectors - Leopard Girl 137715.txt,data\lyrics_combined\The Vivisectors - Leopard Girl (137715).txt,whisper,True
1040,Dracula Mountain,Lightning Bolt,Rock,data\fma_small\fma_small\001\001040.mp3,data\lyrics\Lightning Bolt - Dracula Mountain _1040_.txt,genius,data\lyrics\Lightning Bolt - Dracula Mountain _1040_.txt,,data\lyrics_combined\Lightning Bolt - Dracula Mountain (1040).txt,genius,True
30702,Walk through Trees,Gurdonark,Experimental,data\fma_small\fma_small\030\030702.mp3,data\whisper_transcriptions\Gurdonark - Walk through Trees 30702.txt,whisper,,data\whisper_transcriptions\Gurdonark - Walk through Trees 30702.txt,data\lyrics_combined\Gurdonark - Walk through Trees (30702).txt,whisper,True
110711,Fumi Distanti,Chris Silver T and Mauro Sambo,Experimental,data\fma_small\fma_small\110\110711.mp3,data\whisper_transcriptions\Chris Silver T and Mauro Sambo - Fumi Distanti 110711.txt,whisper,,data\whisper_transcriptions\Chris Silver T and Mauro Sambo - Fumi Distanti 110711.txt,data\lyrics_combined\Chris Silver T and Mauro Sambo - Fumi Distanti (110711).txt,whisper,True
58164,SILENT NIGHT (Feat Mixmaster Axewound),Elvis Herod,Pop,data\fma_small\fma_small\058\058164.mp3,data\whisper_transcriptions\Elvis Herod - SILENT NIGHT (Feat Mixmaster Axewound) 58164.txt,whisper,,data\whisper_transcriptions\Elvis Herod - SILENT NIGHT (Feat Mixmaster Axewound) 58164.txt,data\lyrics_combined\Elvis Herod - SILENT NIGHT (Feat Mixmaster Axewound) (58164).txt,whisper,True
11239,hamar 261005,Justice Yeldham,Experimental,data\fma_small\fma_small\011\011239.mp3,data\whisper_transcriptions\Justice Yeldham - hamar 261005 11239.txt,whisper,,data\whisper_transcriptions\Justice Yeldham - hamar 261005 11239.txt,data\lyrics_combined\Justice Yeldham - hamar 261005 (11239).txt,whisper,True
122685,Kaos o MoMa,Salmo,Rock,data\fma_small\fma_small\122\122685.mp3,data\whisper_transcriptions\Salmo - Kaos o MoMa 122685.txt,whisper,,data\whisper_transcriptions\Salmo - Kaos o MoMa 122685.txt,data\lyrics_combined\Salmo - Kaos o MoMa (122685).txt,whisper,True
